method, missed_branch, covered_branch, total_branch
com.thoughtworks.xstream.mapper.ClassAliasingMapper.addClassAlias,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl.getItemType,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldUtil15.isSynthetic,0,0,0
com.thoughtworks.xstream.core.util.Pool.fetchFromPool,0,8,8
com.thoughtworks.xstream.XStream.allowTypeHierarchy,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProperty.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.isXmlNameChar,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProperty.<clinit>,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.getContentHandler,0,0,0
com.thoughtworks.xstream.mapper.DefaultImplementationsMapper.readResolve,0,2,2
com.thoughtworks.xstream.mapper.AbstractXmlFriendlyMapper.unescapeClassName,0,2,2
com.thoughtworks.xstream.core.util.SerializationMembers.supportsWriteObject,0,2,2
com.thoughtworks.xstream.persistence.XmlMap$XmlMapEntries.size,0,0,0
com.thoughtworks.xstream.converters.extended.ISO8601SqlTimestampConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.setValue,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.getConverterFromItemType,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$NamedItemType.equals,3,3,6
com.thoughtworks.xstream.io.binary.Token$StartNode.writeTo,0,0,0
com.thoughtworks.xstream.security.TypeHierarchyPermission.<init>,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.put,0,0,0
com.thoughtworks.xstream.io.xml.XStream11NameCoder.decodeNode,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter$DuplicatePropertyException.<init>,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.getChild,0,0,0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.canConvert,1,5,6
com.thoughtworks.xstream.core.util.PresortedMap.containsValue,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.setContentHandler,1,1,2
com.thoughtworks.xstream.core.util.CustomObjectInputStream.markSupported,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProvider.getSerializableProperties,0,4,4
com.thoughtworks.xstream.core.util.FastStack.get,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter$2.readFieldsFromStream,4,12,16
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter.<init>,2,6,8
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$MappingList.add,5,11,16
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl.getItemFieldName,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.hashCode,0,0,0
com.thoughtworks.xstream.XStream.omitField,1,1,2
com.thoughtworks.xstream.converters.reflection.FieldKey.getDepth,0,0,0
com.thoughtworks.xstream.converters.basic.ShortConverter.canConvert,1,3,4
com.thoughtworks.xstream.io.xml.Dom4JReader.<init>,2,0,2
com.thoughtworks.xstream.core.util.FastField.getDeclaringClass,0,0,0
com.thoughtworks.xstream.security.ProxyTypePermission.<init>,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceMarshaller.<init>,0,0,0
com.thoughtworks.xstream.XStream.denyTypesByRegExp,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.flushStartTag,0,2,2
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl.<init>,0,0,0
com.thoughtworks.xstream.core.util.WeakCache$1.<init>,0,0,0
com.thoughtworks.xstream.core.util.FastStack.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.SortableFieldKeySorter$FieldComparator.compare,10,0,10
com.thoughtworks.xstream.mapper.EnumMapper.getConverterFromItemType,0,2,2
com.thoughtworks.xstream.XStream.processAnnotations,1,1,2
com.thoughtworks.xstream.io.xml.JDom2Writer.<init>,0,0,0
com.thoughtworks.xstream.io.json.AbstractJsonWriter.addAttribute,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream$CustomGetField.getObjectStreamClass,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.size,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream$CustomPutField.put,1,1,2
com.thoughtworks.xstream.core.JVM.hasOptimizedTreeSetAddAll,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary$WeakIdWrapper.toString,2,0,2
com.thoughtworks.xstream.XStream.registerConverterDynamically,1,3,4
com.thoughtworks.xstream.XStream.denyTypes,0,0,0
com.thoughtworks.xstream.converters.extended.ThrowableConverter.<init>,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.getConverterFromAttribute,0,0,0
com.thoughtworks.xstream.mapper.OuterClassMapper.flushCache,0,0,0
com.thoughtworks.xstream.io.binary.Token$MapIdToValue.writeTo,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper.getMapper,0,10,10
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.callWriteObject,0,0,0
com.thoughtworks.xstream.converters.extended.ToStringConverter.canConvert,0,2,2
com.thoughtworks.xstream.converters.javabean.BeanProvider.getProperty,0,0,0
com.thoughtworks.xstream.persistence.XmlArrayList.remove,0,2,2
com.thoughtworks.xstream.io.xml.SaxWriter.addAttribute,2,0,2
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.appendErrors,2,2,4
com.thoughtworks.xstream.converters.reflection.SerializableConverter$UnserializableParentsReflectionProvider$1.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.NativeFieldKeySorter.<init>,0,0,0
com.thoughtworks.xstream.io.binary.Token.getType,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.nextElement,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.clear,0,0,0
com.thoughtworks.xstream.converters.collections.CollectionConverter.unmarshal,0,0,0
com.thoughtworks.xstream.io.binary.Token$Value.writeTo,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMapperForClass.<init>,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.addCompletionCallback,0,0,0
com.thoughtworks.xstream.converters.extended.CurrencyConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.reset,0,0,0
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.hashCode,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProvider.getPropertyType,0,0,0
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.unmarshal,1,1,2
com.thoughtworks.xstream.XStream$3.writeToStream,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter$1.shouldVisit,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.getValue,0,4,4
com.thoughtworks.xstream.converters.reflection.SerializableConverter$1.writeToStream,0,2,2
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.writeFile,0,2,2
com.thoughtworks.xstream.converters.extended.StackTraceElementFactory15.<init>,0,0,0
com.thoughtworks.xstream.core.ClassLoaderReference.setReference,1,1,2
com.thoughtworks.xstream.io.xml.DomWriter.top,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.appendErrors,0,0,0
com.thoughtworks.xstream.converters.basic.BigDecimalConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.build,0,16,16
com.thoughtworks.xstream.converters.extended.ColorConverter.canConvert,1,3,4
com.thoughtworks.xstream.core.util.ObjectIdDictionary.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XppDomReader.peekNextChild,2,0,2
com.thoughtworks.xstream.core.util.ClassLoaderReference.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XppDriver.createParser,0,0,0
com.thoughtworks.xstream.io.xml.XppDomReader.getAttributeName,0,0,0
com.thoughtworks.xstream.core.JVM.isSwingAvailable,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.getValue,0,0,0
com.thoughtworks.xstream.core.util.WeakCache$4$1.<init>,0,0,0
com.thoughtworks.xstream.mapper.ArrayMapper.serializedClass,0,10,10
com.thoughtworks.xstream.io.xml.JDom2Driver.createWriter,0,0,0
com.thoughtworks.xstream.converters.extended.RegexPatternConverter.canConvert,0,2,2
com.thoughtworks.xstream.converters.basic.BooleanConverter.shouldConvert,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.shouldSerializeMember,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor.setAsText,0,0,0
com.thoughtworks.xstream.io.xml.SjsxpDriver.createInputFactory,0,0,0
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.ensureCache,0,2,2
com.thoughtworks.xstream.io.json.AbstractJsonWriter.endNode,0,4,4
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.unmarshalIndividualByteElements,0,6,6
com.thoughtworks.xstream.io.path.PathTrackingReader.moveDown,0,0,0
com.thoughtworks.xstream.converters.extended.SqlDateConverter.fromString,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JDriver.getDocumentFactory,0,0,0
com.thoughtworks.xstream.core.BaseException.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter$2.registerValidation,0,0,0
com.thoughtworks.xstream.converters.basic.StringBuilderConverter.fromString,0,0,0
com.thoughtworks.xstream.io.xml.BEAStaxDriver.createInputFactory,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.getFieldNameForItemTypeAndName,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.createStaxReader,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshallingStrategy.createMarshallingContext,0,0,0
com.thoughtworks.xstream.converters.collections.TreeSetConverter$1$1.<init>,0,0,0
com.thoughtworks.xstream.io.json.JsonHierarchicalStreamWriter.<init>,0,0,0
com.thoughtworks.xstream.mapper.AttributeMapper.getLocalConverterFromItemType,1,3,4
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$CGLIBFilteringReflectionProvider.visitSerializableFields,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.doMarshal,4,38,42
com.thoughtworks.xstream.core.util.CustomObjectInputStream.<clinit>,0,0,0
com.thoughtworks.xstream.core.util.DependencyInjectionFactory$1.compare,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.skip,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$ReverseEngineeringInvocationHandler.invoke,0,0,0
com.thoughtworks.xstream.converters.collections.PropertiesConverter.marshal,1,7,8
com.thoughtworks.xstream.core.util.OrderRetainingMap.clear,0,0,0
com.thoughtworks.xstream.io.xml.XomDriver.getBuilder,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldKey.equals,1,7,8
com.thoughtworks.xstream.XStream.setupDefaultImplementations,0,2,2
com.thoughtworks.xstream.core.util.CompositeClassLoader.cleanup,1,1,2
com.thoughtworks.xstream.core.util.ClassLoaderReference.setReference,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.hasMoreChildren,0,3,3
com.thoughtworks.xstream.io.xml.AbstractPullReader.move,0,3,3
com.thoughtworks.xstream.core.TreeMarshallingStrategy.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XppDomDriver.createParser,0,0,0
com.thoughtworks.xstream.converters.extended.DurationConverter.fromString,0,0,0
com.thoughtworks.xstream.io.xml.StaxWriter.startNode,3,31,34
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.getFieldOrNull,0,0,0
com.thoughtworks.xstream.converters.extended.NamedArrayConverter.canConvert,1,1,2
com.thoughtworks.xstream.io.binary.BinaryStreamReader$IdRegistry.get,1,1,2
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.flushCache,0,0,0
com.thoughtworks.xstream.io.path.PathTrackingReader.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshalPrincipals,0,2,2
com.thoughtworks.xstream.converters.extended.FileConverter.canConvert,0,2,2
com.thoughtworks.xstream.converters.reflection.FieldKey.toString,0,0,0
com.thoughtworks.xstream.mapper.FieldAliasingMapper.realMember,0,2,2
com.thoughtworks.xstream.core.JVM.isAndroid,1,1,2
com.thoughtworks.xstream.io.xml.CompactWriter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.ActivationDataFlavorConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.FastStack.pop,0,0,0
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.canConvert,0,2,2
com.thoughtworks.xstream.converters.basic.LongConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.getConverterFromAttribute,0,0,0
com.thoughtworks.xstream.io.AttributeNameIterator.remove,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter$1.defaultWriteObject,3,19,22
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter$2.registerValidation,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.startNode,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.startNode,0,4,4
com.thoughtworks.xstream.io.xml.SaxWriter.endDocument,2,4,6
com.thoughtworks.xstream.io.binary.BinaryStreamDriver.createReader,0,0,0
com.thoughtworks.xstream.security.TypeHierarchyPermission.allows,1,1,2
com.thoughtworks.xstream.io.xml.XppDomReader.getAttribute,0,0,0
com.thoughtworks.xstream.converters.collections.TreeMapConverter.unmarshal,6,2,8
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.currentPath,0,0,0
com.thoughtworks.xstream.core.util.CompositeClassLoader.<init>,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.processFieldAliasAnnotation,1,3,4
com.thoughtworks.xstream.core.util.PresortedMap$1.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.StringConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.toString,0,0,0
com.thoughtworks.xstream.converters.basic.StringBufferConverter.fromString,0,0,0
com.thoughtworks.xstream.converters.enums.EnumMapConverter.canConvert,1,3,4
com.thoughtworks.xstream.io.xml.XppReader.pullElementName,0,0,0
com.thoughtworks.xstream.converters.enums.EnumToStringConverter.extractStringMap,1,3,4
com.thoughtworks.xstream.converters.collections.TreeMapConverter.marshal,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.appendErrors,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.getClass,1,3,4
com.thoughtworks.xstream.mapper.AttributeMapper.<init>,0,0,0
com.thoughtworks.xstream.mapper.FieldAliasingMapper.getMember,1,5,6
com.thoughtworks.xstream.core.JVM.main,14,0,14
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.startElement,0,2,2
com.thoughtworks.xstream.mapper.AnnotationMapper.getLocalConverter,0,2,2
com.thoughtworks.xstream.io.xml.JDomReader.<init>,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.processAliasAnnotation,2,6,8
com.thoughtworks.xstream.core.util.CustomObjectInputStream$CustomGetField.get,13,5,18
com.thoughtworks.xstream.mapper.EnumMapper.<init>,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller.fireValidReference,0,0,0
com.thoughtworks.xstream.core.ReferenceByIdUnmarshaller.getCurrentReferenceKey,1,1,2
com.thoughtworks.xstream.io.xml.CompactWriter.endOfLine,0,0,0
com.thoughtworks.xstream.converters.extended.DynamicProxyConverter.addInterfacesToXml,0,2,2
com.thoughtworks.xstream.io.naming.StaticNameCoder.<init>,4,0,4
com.thoughtworks.xstream.converters.basic.BooleanConverter.fromString,0,6,6
com.thoughtworks.xstream.converters.extended.TextAttributeConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary$IdWrapper.hashCode,0,0,0
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.DateConverter.canConvert,0,2,2
com.thoughtworks.xstream.io.xml.StaxDriver.getInputFactory,1,1,2
com.thoughtworks.xstream.converters.reflection.FieldDictionary.fieldOrNull,0,4,4
com.thoughtworks.xstream.converters.javabean.BeanProperty.setSetterMethod,0,0,0
com.thoughtworks.xstream.io.xml.JDomWriter.createNode,0,2,2
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.init,0,0,0
com.thoughtworks.xstream.converters.extended.ColorConverter.write,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.addParametrizedTypes,3,19,22
com.thoughtworks.xstream.converters.extended.LookAndFeelConverter.<init>,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.getLocalConverter,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JDriver$1.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.JavaClassConverter.canConvert,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.setQnameMap,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap.put,0,0,0
com.thoughtworks.xstream.XStream.allowTypesByWildcard,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.subSet,0,0,0
com.thoughtworks.xstream.io.xml.AbstractXmlWriter.<init>,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor$1.newInstance,0,0,0
com.thoughtworks.xstream.mapper.EnumMapper.getConverterFromAttribute,0,2,2
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.visitSerializableFields,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractAttributedCharacterIteratorAttributeConverter.getName,3,1,4
com.thoughtworks.xstream.mapper.DefaultMapper.isReferenceable,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.getField,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.realMember,0,0,0
com.thoughtworks.xstream.io.AbstractWriter.startNode,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$CGLIBFilteringReflectionProvider$1.visit,2,0,2
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.newInstance,7,73,80
com.thoughtworks.xstream.io.xml.AbstractPullReader.getAttributeNames,0,0,0
com.thoughtworks.xstream.security.InterfaceTypePermission.allows,1,3,4
com.thoughtworks.xstream.io.xml.XppReader.close,0,0,0
com.thoughtworks.xstream.converters.extended.ColorConverter.<init>,0,0,0
com.thoughtworks.xstream.io.json.AbstractJsonWriter$IllegalWriterStateException.getState,11,0,11
com.thoughtworks.xstream.converters.basic.BigIntegerConverter.fromString,0,0,0
com.thoughtworks.xstream.mapper.AttributeAliasingMapper.attributeForAlias,0,2,2
com.thoughtworks.xstream.converters.extended.DurationConverter$1.getFactory,0,0,0
com.thoughtworks.xstream.io.AbstractReader.decodeAttribute,0,0,0
com.thoughtworks.xstream.security.PrimitiveTypePermission.equals,2,2,4
com.thoughtworks.xstream.core.JVM.canParseUTCDateFormat,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter.doUnmarshalConditionally,2,0,2
com.thoughtworks.xstream.converters.basic.CharConverter.marshal,0,0,0
com.thoughtworks.xstream.converters.extended.JavaClassConverter.<init>,0,0,0
com.thoughtworks.xstream.io.path.Path.relativeTo,0,6,6
com.thoughtworks.xstream.core.ClassLoaderReference.<init>,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.containsAll,0,0,0
com.thoughtworks.xstream.converters.extended.PathConverter.canConvert,2,2,4
com.thoughtworks.xstream.converters.reflection.MissingFieldException.<init>,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.getAttributeCount,0,0,0
com.thoughtworks.xstream.core.util.Primitives.representingChar,1,1,2
com.thoughtworks.xstream.io.xml.StaxDriver.<init>,0,0,0
com.thoughtworks.xstream.persistence.XmlSet.add,1,1,2
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.close,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator.hasNext,0,2,2
com.thoughtworks.xstream.io.xml.Dom4JReader.reassignCurrentElement,0,0,0
com.thoughtworks.xstream.io.xml.Xpp3Driver.<init>,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProperty.getName,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.toArray,0,0,0
com.thoughtworks.xstream.io.xml.JDomReader.getChild,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.getNodeName,0,0,0
com.thoughtworks.xstream.io.naming.NoNameCoder.decodeNode,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter$1.<init>,0,0,0
com.thoughtworks.xstream.XStream.getMapper,0,0,0
com.thoughtworks.xstream.io.xml.QNameMap.getQName,0,4,4
com.thoughtworks.xstream.io.xml.JDomDriver.createBuilder,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.<clinit>,0,0,0
com.thoughtworks.xstream.io.xml.BEAStaxDriver.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.BitSetConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.getChildCount,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.hierarchyFor,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readDouble,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMapperForClass.getImplicitCollectionDefForFieldName,0,4,4
com.thoughtworks.xstream.converters.enums.EnumSetConverter.unmarshal,1,5,6
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.<init>,0,0,0
com.thoughtworks.xstream.io.xml.Xpp3DomDriver.createParser,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyReplacer.escapeName,0,0,0
com.thoughtworks.xstream.XStream.setupAliases,8,10,18
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter$1.close,0,0,0
com.thoughtworks.xstream.core.JVM.canParseISO8601TimeZoneInDateFormat,0,0,0
com.thoughtworks.xstream.security.InterfaceTypePermission.equals,2,2,4
com.thoughtworks.xstream.converters.extended.SubjectConverter.unmarshalPrincipals,0,0,0
com.thoughtworks.xstream.io.xml.QNameMap.setDefaultNamespace,0,0,0
com.thoughtworks.xstream.security.AnyTypePermission.hashCode,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.fieldModifiersSupported,0,4,4
com.thoughtworks.xstream.converters.basic.CharConverter.fromString,0,2,2
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.<init>,0,0,0
com.thoughtworks.xstream.io.ReaderWrapper.getAttributeNames,0,0,0
com.thoughtworks.xstream.mapper.DynamicProxyMapper.serializedClass,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeChar,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.isReferenceable,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.getProperty,4,0,4
com.thoughtworks.xstream.io.json.JsonWriter$Format.getLineIndenter,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.instantiateNewInstance,1,1,2
com.thoughtworks.xstream.io.xml.xppdom.XppFactory.<init>,0,0,0
com.thoughtworks.xstream.core.util.SerializationMembers.getMethod,2,10,12
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.allows,10,0,10
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator$1.<init>,0,0,0
com.thoughtworks.xstream.io.xml.JDom2Writer.addAttribute,0,0,0
com.thoughtworks.xstream.io.xml.WstxDriver.createInputFactory,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.createCallbackIndexMap,28,0,28
com.thoughtworks.xstream.io.binary.BinaryStreamReader.pushBack,1,1,2
com.thoughtworks.xstream.io.xml.xppdom.XppDomComparator.<init>,0,0,0
com.thoughtworks.xstream.core.TreeMarshaller.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter$2.close,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary$WeakIdWrapper.<init>,0,0,0
com.thoughtworks.xstream.security.PrimitiveTypePermission.allows,2,8,10
com.thoughtworks.xstream.io.naming.StaticNameCoder.encodeNode,2,0,2
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttributeName,0,0,0
com.thoughtworks.xstream.io.xml.QNameMap.setDefaultPrefix,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializationMethodInvoker.callReadObject,0,0,0
com.thoughtworks.xstream.mapper.AttributeAliasingMapper.<init>,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.readResolve,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.putFields,0,0,0
com.thoughtworks.xstream.core.util.Types.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.IntConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.unmarshal,0,2,2
com.thoughtworks.xstream.io.xml.AbstractPullReader.reset,0,2,2
com.thoughtworks.xstream.core.util.SerializationMembers.callWriteReplace,2,6,8
com.thoughtworks.xstream.io.json.JsonWriter.writeText,5,7,12
com.thoughtworks.xstream.core.util.CompositeClassLoader$1.add,1,1,2
com.thoughtworks.xstream.core.ReferenceByXPathUnmarshaller.getCurrentReferenceKey,0,0,0
com.thoughtworks.xstream.io.WriterWrapper.flush,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap.putAll,2,0,2
com.thoughtworks.xstream.io.binary.BinaryStreamReader.moveUp,4,4,8
com.thoughtworks.xstream.annotations.Annotations.configureAliases,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator.remove,1,1,2
com.thoughtworks.xstream.io.xml.xppdom.XppDom.addChild,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.ThrowableConverter.getConverter,1,1,2
com.thoughtworks.xstream.mapper.SecurityMapper.addPermission,0,4,4
com.thoughtworks.xstream.annotations.AnnotationReflectionConverter.newInstance,0,2,2
com.thoughtworks.xstream.io.binary.Token$Formatter.read,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.getAttribute,0,0,0
com.thoughtworks.xstream.io.path.PathTracker.resizeStacks,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldKey.<init>,2,4,6
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.size,0,0,0
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.getName,1,3,4
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.flush,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeUnshared,0,0,0
com.thoughtworks.xstream.io.xml.JDom2Reader.getChild,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary.containsId,0,0,0
com.thoughtworks.xstream.mapper.FieldAliasingMapper.key,0,0,0
com.thoughtworks.xstream.converters.javabean.NativePropertySorter.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.NativeFieldKeySorter$1.<init>,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.getParent,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.equals,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.writeField,0,0,0
com.thoughtworks.xstream.mapper.ImmutableTypesMapper.<init>,0,0,0
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.endNode,0,4,4
com.thoughtworks.xstream.XStream.createObjectOutputStream,0,0,0
com.thoughtworks.xstream.converters.extended.SubjectConverter.marshal,0,0,0
com.thoughtworks.xstream.mapper.ClassAliasingMapper.readResolve,0,4,4
com.thoughtworks.xstream.converters.basic.CharConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.Primitives.<clinit>,0,2,2
