method, missed_branch, covered_branch, total_branch
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.getTopLevelNodes,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeBoolean,2,0,2
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$XmlMapEntriesIterator.<init>,0,0,0
com.thoughtworks.xstream.io.binary.ReaderDepthState.getName,0,0,0
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$UnknownFieldException.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readLine,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.close,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.toString,0,0,0
com.thoughtworks.xstream.converters.enums.EnumConverter.canConvert,1,5,6
com.thoughtworks.xstream.security.NullPermission.allows,0,4,4
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.<clinit>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.close,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProperty.isWritable,2,0,2
com.thoughtworks.xstream.io.xml.xppdom.Xpp3Dom.<init>,0,0,0
com.thoughtworks.xstream.io.path.Path.isAncestor,1,7,8
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.writeItem,1,7,8
com.thoughtworks.xstream.io.xml.AbstractPullReader.getValue,2,14,16
com.thoughtworks.xstream.mapper.AnnotationMapper.cacheConverter,4,22,26
com.thoughtworks.xstream.converters.javabean.NativePropertySorter.sort,0,0,0
com.thoughtworks.xstream.converters.ErrorWritingException.get,0,0,0
com.thoughtworks.xstream.converters.javabean.PropertyDictionary.buildMap,0,4,4
com.thoughtworks.xstream.io.json.JsonHierarchicalStreamDriver.createReader,0,0,0
com.thoughtworks.xstream.core.MapBackedDataHolder.keys,0,0,0
com.thoughtworks.xstream.io.xml.TraxSource.setSourceAsList,0,4,4
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller.<init>,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver.createStaxWriter,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.createCacheMap,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter.canConvert,8,0,8
com.thoughtworks.xstream.converters.reflection.SerializableConverter$1.close,0,0,0
com.thoughtworks.xstream.converters.enums.EnumSetConverter.joinEnumValues,0,4,4
com.thoughtworks.xstream.io.xml.XppDomWriter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.pullText,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamReader$IdRegistry.put,0,0,0
com.thoughtworks.xstream.io.xml.XppDomReader.getNodeName,0,0,0
com.thoughtworks.xstream.converters.reflection.PureJavaReflectionProvider.fieldDefinedInClass,4,0,4
com.thoughtworks.xstream.io.xml.KXml2Driver.<init>,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppFactory.createDefaultParser,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.canConvert,0,0,0
com.thoughtworks.xstream.io.binary.Token$Formatter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.PropertyEditorCapableConverter.canConvert,1,1,2
com.thoughtworks.xstream.core.SequenceGenerator.next,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.removeAll,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceUnmarshaller.<clinit>,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathUnmarshaller.getReferenceKey,0,4,4
com.thoughtworks.xstream.io.xml.XppDomReader.getChildCount,0,0,0
com.thoughtworks.xstream.io.WriterWrapper.startNode,0,0,0
com.thoughtworks.xstream.converters.collections.MapConverter.marshal,0,2,2
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.serializedMember,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.get,0,0,0
com.thoughtworks.xstream.converters.extended.ISO8601SqlTimestampConverter.canConvert,2,2,4
com.thoughtworks.xstream.core.util.PresortedMap.entrySet,0,0,0
com.thoughtworks.xstream.core.util.ISO8601JodaTimeConverter.fromString,1,3,4
com.thoughtworks.xstream.converters.extended.NamedCollectionConverter.readBareItem,0,4,4
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$MappingList.size,0,0,0
com.thoughtworks.xstream.mapper.LocalConversionMapper.getLocalConverter,0,0,0
com.thoughtworks.xstream.converters.ConversionException.<init>,0,0,0
com.thoughtworks.xstream.XStream.getReflectionProvider,0,0,0
com.thoughtworks.xstream.core.JVM.getStaxOutputFactory,4,0,4
com.thoughtworks.xstream.core.util.DependencyInjectionFactory$TypedValue.<init>,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.peekNextChild,4,0,4
com.thoughtworks.xstream.converters.basic.StringBuilderConverter.canConvert,0,2,2
com.thoughtworks.xstream.converters.collections.TreeSetConverter$1.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.TreeSetConverter.readResolve,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.processAliasTypeAnnotation,1,3,4
com.thoughtworks.xstream.core.util.ObjectIdDictionary$WeakIdWrapper.hashCode,0,0,0
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.<init>,0,2,2
com.thoughtworks.xstream.io.xml.TraxSource.setSource,1,1,2
com.thoughtworks.xstream.io.xml.JDom2Reader.peekNextChild,4,0,4
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.underlyingWriter,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$ValidFilenameFilter.accept,2,2,4
com.thoughtworks.xstream.core.util.Base64Encoder.<clinit>,0,2,2
com.thoughtworks.xstream.core.ReferenceByIdMarshallingStrategy.createUnmarshallingContext,0,0,0
com.thoughtworks.xstream.io.xml.XomWriter.setValue,0,0,0
com.thoughtworks.xstream.core.util.PresortedMap.get,0,0,0
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.getConverterFromItemType,0,0,0
com.thoughtworks.xstream.XStream.autodetectAnnotations,1,1,2
com.thoughtworks.xstream.converters.reflection.FieldDictionary.init,2,2,4
com.thoughtworks.xstream.mapper.MapperWrapper.serializedMember,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.aliasForSystemAttribute,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readFully,0,0,0
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.shouldSerializeMember,0,6,6
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl.createNamedItemType,0,0,0
com.thoughtworks.xstream.io.xml.JDom2Reader.getNodeName,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.readDeclaringClass,1,3,4
com.thoughtworks.xstream.io.xml.SaxWriter.setProperty,2,8,10
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter$1.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.AbstractCollectionConverter.writeCompleteItem,0,0,0
com.thoughtworks.xstream.core.util.SelfStreamingInstanceChecker.<init>,0,0,0
com.thoughtworks.xstream.io.json.JettisonStaxWriter.startNode,5,9,14
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.writeField,0,0,0
com.thoughtworks.xstream.io.xml.StaxReader.getAttributeName,0,0,0
com.thoughtworks.xstream.converters.extended.GregorianCalendarConverter.canConvert,0,2,2
com.thoughtworks.xstream.converters.extended.NamedMapConverter.<init>,4,36,40
com.thoughtworks.xstream.io.ReaderWrapper.<init>,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.endNode,0,4,4
com.thoughtworks.xstream.io.json.AbstractJsonWriter.getType,2,6,8
com.thoughtworks.xstream.io.naming.NameCoderWrapper.decodeAttribute,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldKey.getDeclaringClass,0,0,0
com.thoughtworks.xstream.converters.basic.DateConverter.<init>,0,6,6
com.thoughtworks.xstream.converters.collections.SingletonCollectionConverter.unmarshal,0,2,2
com.thoughtworks.xstream.converters.collections.MapConverter.createCollection,0,2,2
com.thoughtworks.xstream.io.xml.StaxDriver.createWriter,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.writeFields,0,0,0
com.thoughtworks.xstream.mapper.OuterClassMapper.<clinit>,0,0,0
com.thoughtworks.xstream.XStream.addDefaultImplementation,1,1,2
com.thoughtworks.xstream.io.ReaderWrapper.moveUp,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamWriter.flush,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.lookupMapperOfType,0,0,0
com.thoughtworks.xstream.core.util.ClassLoaderReference.getReference,0,0,0
com.thoughtworks.xstream.core.SequenceGenerator.<init>,0,0,0
com.thoughtworks.xstream.mapper.AnnotationMapper.processLocalConverterAnnotation,2,4,6
com.thoughtworks.xstream.io.xml.XomReader.reassignCurrentElement,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldDictionary.serializableFieldsFor,0,0,0
com.thoughtworks.xstream.io.xml.StaxDriver$2.close,0,0,0
com.thoughtworks.xstream.converters.extended.PropertyEditorCapableConverter.toString,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMappingImpl.getFieldName,0,0,0
com.thoughtworks.xstream.mapper.DynamicProxyMapper.setAlias,0,0,0
com.thoughtworks.xstream.mapper.OuterClassMapper.getInnerFieldNames,0,6,6
com.thoughtworks.xstream.io.xml.XppDomWriter.top,0,0,0
com.thoughtworks.xstream.converters.extended.FileConverter.toString,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.realClass,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.mark,0,0,0
com.thoughtworks.xstream.converters.collections.TreeSetConverter$1.populateMap,0,0,0
com.thoughtworks.xstream.converters.basic.IntConverter.canConvert,0,4,4
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$2.writeField,1,15,16
com.thoughtworks.xstream.io.json.JettisonMappedXmlDriver.<init>,0,2,2
com.thoughtworks.xstream.io.xml.JDomReader.getAttributeCount,0,0,0
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.StringConverter.canConvert,0,2,2
com.thoughtworks.xstream.io.xml.AbstractXppDomDriver.createReader,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMapperForClass.getImplicitCollectionDefByItemFieldName,1,5,6
com.thoughtworks.xstream.io.xml.JDom2Driver.createReader,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$ImplicitCollectionMapperForClass.getItemTypeForItemFieldName,0,4,4
com.thoughtworks.xstream.converters.extended.NamedArrayConverter.<init>,1,1,2
com.thoughtworks.xstream.io.naming.StaticNameCoder.readResolve,2,0,2
com.thoughtworks.xstream.core.TreeMarshaller.getMapper,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafePropertyEditor.fetchFromPool,0,0,0
com.thoughtworks.xstream.converters.basic.NullConverter.unmarshal,0,0,0
com.thoughtworks.xstream.io.path.Path.depthOfPathDivergence,0,4,4
com.thoughtworks.xstream.core.JVM.newReflectionProvider,0,0,0
com.thoughtworks.xstream.converters.reflection.ImmutableFieldKeySorter.<init>,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readByte,0,0,0
com.thoughtworks.xstream.io.json.AbstractJsonWriter.handleCheckedStateTransition,1,1,2
com.thoughtworks.xstream.mapper.EnumMapper.serializedClass,0,8,8
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.getEncoding,0,0,0
com.thoughtworks.xstream.persistence.XmlArrayList.<init>,0,0,0
com.thoughtworks.xstream.security.CGLIBProxyTypePermission.equals,4,0,4
com.thoughtworks.xstream.XStream$InitializationException.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.ImmutableFieldKeySorter.sort,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat.fetchFromPool,0,4,4
com.thoughtworks.xstream.mapper.CannotResolveClassException.<init>,0,0,0
com.thoughtworks.xstream.mapper.OuterClassMapper.serializedMember,1,7,8
com.thoughtworks.xstream.io.xml.XppReader.pullText,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$CGLIBFilteringReflectionProvider$1.<init>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.hasMoreChildren,0,2,2
com.thoughtworks.xstream.core.util.PresortedMap.values,2,0,2
com.thoughtworks.xstream.security.AnyTypePermission.<init>,0,0,0
com.thoughtworks.xstream.io.json.AbstractJsonWriter$StackElement.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.RegexPatternConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.CharArrayConverter.unmarshal,0,0,0
com.thoughtworks.xstream.converters.collections.TreeSetConverter$1$1.get,0,0,0
com.thoughtworks.xstream.core.JVM.getStaxInputFactory,2,2,4
com.thoughtworks.xstream.core.util.QuickWriter.raw,0,0,0
com.thoughtworks.xstream.security.PrimitiveTypePermission.<clinit>,0,0,0
com.thoughtworks.xstream.converters.collections.ArrayConverter.unmarshal,0,4,4
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.determineType,2,4,6
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$ArraysList.<init>,0,0,0
com.thoughtworks.xstream.io.naming.StaticNameCoder.decodeAttribute,2,0,2
com.thoughtworks.xstream.core.util.PresortedMap.headMap,0,0,0
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.shouldLookForSingleValueConverter,0,0,0
com.thoughtworks.xstream.io.xml.XppDomReader.getAttributeCount,0,0,0
com.thoughtworks.xstream.io.StatefulWriter.checkClosed,0,2,2
com.thoughtworks.xstream.io.xml.JDomReader.peekNextChild,4,0,4
com.thoughtworks.xstream.io.AbstractDriver.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.ISO8601GregorianCalendarConverter.<clinit>,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.iterator,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.lookupName,0,0,0
com.thoughtworks.xstream.io.xml.XStream11XmlFriendlyReplacer.decodeNode,0,0,0
com.thoughtworks.xstream.io.binary.ReaderDepthState.hasMoreChildren,0,0,0
com.thoughtworks.xstream.io.binary.Token$EndNode.writeTo,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.<clinit>,1,1,2
com.thoughtworks.xstream.io.json.AbstractJsonWriter$IllegalWriterStateException.<init>,2,0,2
com.thoughtworks.xstream.io.AbstractReader.decodeNode,0,0,0
com.thoughtworks.xstream.io.xml.AbstractPullReader.readRealEvent,0,6,6
com.thoughtworks.xstream.core.util.WeakCache.createReference,0,0,0
com.thoughtworks.xstream.converters.extended.ToAttributedValueConverter.fieldIsEqual,1,3,4
com.thoughtworks.xstream.converters.reflection.ReflectionProviderWrapper.fieldDefinedInClass,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.marshal,0,0,0
com.thoughtworks.xstream.io.xml.DomWriter.setValue,0,0,0
com.thoughtworks.xstream.core.JVM.canCreateDerivedObjectOutputStream,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller.createReferenceKey,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JXmlWriter.startNode,0,2,2
com.thoughtworks.xstream.converters.javabean.BeanProperty.get,2,0,2
com.thoughtworks.xstream.security.NoPermission.allows,1,3,4
com.thoughtworks.xstream.XStream.setClassLoader,0,0,0
com.thoughtworks.xstream.converters.collections.BitSetConverter.unmarshal,0,2,2
com.thoughtworks.xstream.mapper.CGLIBMapper.realClass,2,0,2
com.thoughtworks.xstream.core.util.Primitives.unbox,0,0,0
com.thoughtworks.xstream.io.json.JsonWriter.startNewLine,0,2,2
com.thoughtworks.xstream.io.xml.QNameMap.getJavaClassName,0,4,4
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.keys,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.setValue,1,1,2
com.thoughtworks.xstream.io.StatefulWriter.close,0,4,4
com.thoughtworks.xstream.converters.extended.NamedArrayConverter.unmarshal,0,8,8
com.thoughtworks.xstream.io.xml.xppdom.XppDom.setAttribute,0,2,2
com.thoughtworks.xstream.io.WriterWrapper.setValue,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.write,0,0,0
com.thoughtworks.xstream.XStream.setupConverters,9,9,18
com.thoughtworks.xstream.io.binary.ReaderDepthState.getAttributeCount,0,2,2
com.thoughtworks.xstream.converters.reflection.FieldDictionary$DictionaryEntry.<init>,0,0,0
com.thoughtworks.xstream.io.json.JsonHierarchicalStreamDriver.<init>,0,0,0
com.thoughtworks.xstream.XStream.addImplicitArray,0,0,0
com.thoughtworks.xstream.persistence.XmlArrayList.add,0,8,8
com.thoughtworks.xstream.io.json.AbstractJsonWriter$Type.<init>,0,0,0
com.thoughtworks.xstream.core.util.FastStack.popSilently,0,0,0
com.thoughtworks.xstream.io.xml.StaxWriter.close,0,0,0
com.thoughtworks.xstream.converters.enums.EnumConverter.marshal,0,0,0
com.thoughtworks.xstream.converters.extended.EncodedByteArrayConverter.<init>,0,0,0
com.thoughtworks.xstream.core.util.Base64Encoder.<init>,0,0,0
com.thoughtworks.xstream.core.util.Cloneables.cloneIfPossible,0,2,2
com.thoughtworks.xstream.io.xml.AbstractDocumentReader.moveUp,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JDriver.setOutputFormat,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.tailSet,0,0,0
com.thoughtworks.xstream.core.util.CompositeClassLoader.<clinit>,2,2,4
com.thoughtworks.xstream.io.xml.xppdom.XppDomComparator.compare,0,4,4
com.thoughtworks.xstream.converters.basic.URLConverter.canConvert,0,2,2
com.thoughtworks.xstream.XStream.alias,1,1,2
com.thoughtworks.xstream.core.util.XmlHeaderAwareReader.reset,0,0,0
com.thoughtworks.xstream.converters.reflection.ExternalizableConverter.canConvert,2,4,6
com.thoughtworks.xstream.mapper.MapperWrapper.defaultImplementationOf,0,0,0
com.thoughtworks.xstream.io.binary.BinaryStreamReader.getAttribute,0,0,0
com.thoughtworks.xstream.io.AbstractWriter.encodeNode,0,0,0
com.thoughtworks.xstream.mapper.LocalConversionMapper.registerLocalConverter,0,0,0
com.thoughtworks.xstream.security.ExplicitTypePermission$1.<init>,0,0,0
com.thoughtworks.xstream.mapper.ClassAliasingMapper.serializedClass,0,6,6
com.thoughtworks.xstream.mapper.AnnotationMapper.<init>,1,1,2
com.thoughtworks.xstream.converters.reflection.FieldUtil14.isSynthetic,0,0,0
com.thoughtworks.xstream.io.xml.XomReader.getAttributeCount,0,0,0
com.thoughtworks.xstream.persistence.XmlMap.entrySet,0,0,0
com.thoughtworks.xstream.core.util.Pool.readResolve,0,0,0
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.doUnmarshal,9,77,86
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter.writeValueToImplicitCollection,3,13,16
com.thoughtworks.xstream.io.binary.Token.writeId,1,6,7
com.thoughtworks.xstream.converters.basic.FloatConverter.fromString,0,0,0
com.thoughtworks.xstream.persistence.FilePersistenceStrategy.<init>,0,0,0
com.thoughtworks.xstream.core.AbstractTreeMarshallingStrategy.unmarshal,0,0,0
com.thoughtworks.xstream.core.util.SerializationMembers.<init>,0,4,4
com.thoughtworks.xstream.core.util.FastStack.toString,4,0,4
com.thoughtworks.xstream.io.binary.Token.readString,0,2,2
com.thoughtworks.xstream.XStreamer.<init>,0,0,0
com.thoughtworks.xstream.converters.reflection.FieldDictionary.<clinit>,0,0,0
com.thoughtworks.xstream.io.xml.Dom4JReader.getAttributeCount,0,0,0
com.thoughtworks.xstream.converters.extended.PathConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.FileConverter.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.JavaMethodConverter.canConvert,0,4,4
com.thoughtworks.xstream.core.util.PresortedSet.subList,0,0,0
com.thoughtworks.xstream.converters.javabean.PropertyDictionary.serializablePropertiesFor,0,6,6
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.decodeName,2,26,28
com.thoughtworks.xstream.persistence.FileStreamStrategy.extractKey,0,2,2
com.thoughtworks.xstream.core.TreeUnmarshaller.lazilyCreateDataHolder,0,2,2
com.thoughtworks.xstream.converters.reflection.SerializableConverter$2$1.run,0,0,0
com.thoughtworks.xstream.core.util.Fields.read,0,0,0
com.thoughtworks.xstream.mapper.PackageAliasingMapper.writeObject,0,0,0
com.thoughtworks.xstream.converters.extended.SqlDateConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.DomReader.reassignCurrentElement,0,4,4
com.thoughtworks.xstream.core.util.FastStack.replace,0,0,0
com.thoughtworks.xstream.mapper.DefaultMapper.realClass,0,6,6
com.thoughtworks.xstream.XStream.aliasField,1,1,2
com.thoughtworks.xstream.core.util.DependencyInjectionFactory.<init>,0,0,0
com.thoughtworks.xstream.io.naming.NoNameCoder.encodeNode,0,0,0
com.thoughtworks.xstream.converters.reflection.ReflectionConverter.canConvert,6,4,10
com.thoughtworks.xstream.core.util.FastField.getName,0,0,0
com.thoughtworks.xstream.mapper.ElementIgnoringMapper.key,0,0,0
com.thoughtworks.xstream.io.json.JsonHierarchicalStreamDriver.createWriter,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.read,1,1,2
com.thoughtworks.xstream.io.xml.XmlFriendlyReplacer.<init>,0,0,0
com.thoughtworks.xstream.persistence.FileStreamStrategy.<init>,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary.lookupId,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectInputStream.readUTF,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy$ValidFilenameFilter.<init>,0,0,0
com.thoughtworks.xstream.core.util.ThreadSafeSimpleDateFormat$1.<init>,0,0,0
com.thoughtworks.xstream.io.AttributeNameIterator.<init>,0,0,0
com.thoughtworks.xstream.core.JVM.isIBM,1,1,2
com.thoughtworks.xstream.mapper.AnnotationMapper.readObject,4,0,4
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.lookupReference,0,0,0
com.thoughtworks.xstream.persistence.AbstractFilePersistenceStrategy.getMapper,0,0,0
com.thoughtworks.xstream.mapper.ImplicitCollectionMapper$NamedItemType.isEquals,2,2,4
com.thoughtworks.xstream.annotations.AnnotationProvider.<init>,0,0,0
com.thoughtworks.xstream.XStream$2.<init>,0,0,0
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.clone,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.<clinit>,0,0,0
com.thoughtworks.xstream.mapper.CGLIBMapper.<init>,0,0,0
com.thoughtworks.xstream.converters.extended.SubjectConverter.unmarshalPrivateCredentials,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathUnmarshaller.<init>,0,0,0
com.thoughtworks.xstream.converters.collections.SingletonMapConverter.unmarshal,0,0,0
com.thoughtworks.xstream.io.binary.Token$Attribute.readFrom,0,0,0
com.thoughtworks.xstream.security.ProxyTypePermission.equals,2,2,4
com.thoughtworks.xstream.core.ClassLoaderReference.readResolve,0,0,0
com.thoughtworks.xstream.io.binary.ReaderDepthState.pop,0,0,0
com.thoughtworks.xstream.converters.extended.SubjectConverter.unmarshalPublicCredentials,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.convert,0,0,0
com.thoughtworks.xstream.converters.javabean.JavaBeanConverter.unmarshal,1,7,8
com.thoughtworks.xstream.io.binary.BinaryStreamReader.close,0,0,0
com.thoughtworks.xstream.core.util.Types.<clinit>,0,0,0
com.thoughtworks.xstream.converters.extended.UseAttributeForEnumMapper.isEnum,0,6,6
com.thoughtworks.xstream.io.xml.XomWriter.createNode,0,2,2
com.thoughtworks.xstream.converters.reflection.AbstractReflectionConverter$FieldLocation.hashCode,2,2,4
com.thoughtworks.xstream.converters.extended.JavaFieldConverter.<init>,0,0,0
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.setValue,0,0,0
com.thoughtworks.xstream.XStream.setupSecurity,0,2,2
com.thoughtworks.xstream.converters.collections.SingletonCollectionConverter.canConvert,0,4,4
com.thoughtworks.xstream.io.xml.StaxDriver.createInputFactory,0,0,0
com.thoughtworks.xstream.core.ReferenceByIdUnmarshaller.getReferenceKey,0,0,0
com.thoughtworks.xstream.mapper.XmlFriendlyMapper.mapNameToXML,0,0,0
com.thoughtworks.xstream.XStream.aliasDynamically,1,1,2
com.thoughtworks.xstream.XStream.getClassLoaderReference,0,0,0
com.thoughtworks.xstream.converters.reflection.CGLIBEnhancedConverter$ReverseEngineeringInvocationHandler.<init>,0,0,0
com.thoughtworks.xstream.converters.SingleValueConverterWrapper.<init>,0,0,0
com.thoughtworks.xstream.mapper.MapperWrapper.aliasForAttribute,0,0,0
com.thoughtworks.xstream.core.util.FastStack.resizeStack,0,0,0
com.thoughtworks.xstream.converters.reflection.SerializableConverter$2.<init>,0,0,0
com.thoughtworks.xstream.converters.basic.LongConverter.fromString,9,13,22
com.thoughtworks.xstream.io.binary.BinaryStreamReader.underlyingReader,0,0,0
com.thoughtworks.xstream.core.AbstractReferenceMarshaller$1.convertAnother,0,0,0
com.thoughtworks.xstream.core.DefaultConverterLookup.<init>,0,0,0
com.thoughtworks.xstream.mapper.AbstractAttributeAliasingMapper.addAliasFor,0,0,0
com.thoughtworks.xstream.converters.extended.ISO8601DateConverter.toString,0,0,0
com.thoughtworks.xstream.io.WriterWrapper.<init>,0,0,0
com.thoughtworks.xstream.io.xml.SaxWriter.getFeature,6,0,6
com.thoughtworks.xstream.io.xml.JDomDriver.<init>,0,0,0
com.thoughtworks.xstream.core.TreeUnmarshaller.currentObject,0,2,2
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.close,0,0,0
com.thoughtworks.xstream.io.xml.xppdom.XppDom.getName,0,0,0
com.thoughtworks.xstream.core.util.ClassLoaderReference$Replacement.readResolve,0,0,0
com.thoughtworks.xstream.converters.javabean.BeanProperty.isReadable,2,0,2
com.thoughtworks.xstream.io.xml.XmlFriendlyNameCoder.decodeAttribute,0,0,0
com.thoughtworks.xstream.security.NoTypePermission.<clinit>,0,0,0
com.thoughtworks.xstream.io.xml.AbstractDocumentWriter.<init>,0,2,2
com.thoughtworks.xstream.io.binary.Token$MapIdToValue.readFrom,0,0,0
com.thoughtworks.xstream.core.util.PresortedSet.last,2,0,2
com.thoughtworks.xstream.converters.reflection.SerializableConverter$UnserializableParentsReflectionProvider.visitSerializableFields,0,0,0
com.thoughtworks.xstream.core.ReferenceByXPathMarshaller.createReference,0,4,4
com.thoughtworks.xstream.converters.basic.NullConverter.marshal,0,0,0
com.thoughtworks.xstream.core.util.CustomObjectOutputStream.useProtocolVersion,0,0,0
com.thoughtworks.xstream.core.util.WeakCache.containsKey,0,0,0
com.thoughtworks.xstream.persistence.XmlMap.put,0,0,0
com.thoughtworks.xstream.core.util.ObjectIdDictionary$IdWrapper.get,0,0,0
com.thoughtworks.xstream.io.xml.TraxSource.setXStream,1,1,2
com.thoughtworks.xstream.XStream.denyPermission,0,0,0
com.thoughtworks.xstream.converters.reflection.SunUnsafeReflectionProvider.write,2,18,20
com.thoughtworks.xstream.core.util.ObjectIdDictionary.removeId,0,0,0
com.thoughtworks.xstream.io.xml.DomDriver.createReader,2,4,6
com.thoughtworks.xstream.security.ProxyTypePermission.allows,2,4,6
com.thoughtworks.xstream.io.xml.PrettyPrintWriter.<init>,2,2,4
com.thoughtworks.xstream.mapper.DefaultMapper.isIgnoredElement,0,0,0
